Date,Temperature, ,
2002/5/19,19.3,8,1
2002/5/20,16.4,8,1
2002/5/21,18.4,8,1
2002/5/22,20.4,8,1
2002/5/23,20.6,8,1
2002/5/24,20.8,8,1
2002/5/25,21.4,8,1
2002/5/26,20.2,8,1
2002/5/27,19.4,8,1
2002/5/28,20.3,8,1
2002/5/29,21.1,8,1
2002/5/30,22.4,8,1
2002/5/31,21.7,8,1
2002/6/1,22.2,8,1
2002/6/2,23.9,8,1
2002/6/3,23.1,8,1
2002/6/4,24.1,8,1
2002/6/5,24.2,8,1
2002/6/6,22.1,8,1
2002/6/7,23.8,8,1
2002/6/8,24.5,8,1
2002/6/9,25.5,8,1
2002/6/10,24.7,8,1
2002/6/11,25.9,8,1
2002/6/12,20.4,8,1
2002/6/13,18.6,8,1
2002/6/14,20.9,8,1
2002/6/15,20.0,8,1
2002/6/16,22.2,8,1
2002/6/17,23.2,8,1
2002/6/18,19.8,8,1
2002/6/19,23.9,8,1
2002/6/20,21.5,8,1
2002/6/21,23.4,8,1
2002/6/22,18.3,8,1
2002/6/23,17.5,8,1
2002/6/24,19.6,8,1
2002/6/25,17.5,8,1
2002/6/26,16.7,8,1
2002/6/27,16.4,8,1
2002/6/28,20.4,8,1
2002/6/29,20.5,8,1
2002/6/30,22.2,8,1
2002/7/1,23.2,8,1
2002/7/2,24.2,8,1
2002/7/3,24.5,8,1
2002/7/4,26.8,8,1
2002/7/5,25.7,8,1
2002/7/6,27.0,8,1
2002/7/7,28.2,8,1
2002/7/8,29.3,8,1
2002/7/9,28.4,8,1
2002/7/10,26.6,8,1
2002/7/11,29.0,8,1
2002/7/12,28.7,8,1
2002/7/13,27.7,8,1
2002/7/14,29.9,8,1
2002/7/15,29.9,8,1
2002/7/16,28.0,8,1
2002/7/17,27.8,8,1
2002/7/18,28.4,8,1
2002/7/19,29.1,8,1
2002/7/20,29.6,8,1
2002/7/21,29.3,8,1
2002/7/22,29.6,8,1
2002/7/23,29.4,8,1
2002/7/24,26.9,8,1
2002/7/25,26.2,8,1
2002/7/26,29.5,8,1
2002/7/27,30.0,8,1
2002/7/28,25.9,8,1
2002/7/29,27.4,8,1
2002/7/30,30.0,8,1
2002/7/31,30.8,8,1
2002/8/1,31.0,8,1
2002/8/2,28.4,8,1
2002/8/3,28.1,8,1
2002/8/4,27.0,8,1
2002/8/5,29.4,8,1
2002/8/6,31.4,8,1
2002/8/7,30.8,8,1
2002/8/8,31.0,8,1
2002/8/9,30.6,8,1
2002/8/10,30.7,8,1
2002/8/11,30.9,8,1
2002/8/12,26.7,8,1
2002/8/13,28.7,8,1
2002/8/14,30.1,8,1
2002/8/15,30.3,8,1
2002/8/16,27.3,8,1
2002/8/17,25.4,8,1
2002/8/18,23.7,8,1
2002/8/19,25.7,8,1
2002/8/20,27.7,8,1
2002/8/21,25.9,8,1
2002/8/22,23.9,8,1
2002/8/23,22.4,8,1
2002/8/24,24.4,8,1
2002/8/25,26.9,8,1
2002/8/26,26.3,8,1
2002/8/27,27.5,8,1
2002/8/28,29.2,8,1
2002/8/29,29.2,8,1
2002/8/30,29.0,8,1
2002/8/31,28.9,8,1
2002/9/1,28.9,8,1
2002/9/2,29.3,8,1
2002/9/3,29.4,8,1
2002/9/4,29.4,8,1
2002/9/5,26.6,8,1
2002/9/6,23.1,8,1
2002/9/7,23.3,8,1
2002/9/8,24.2,8,1
2002/9/9,24.0,8,1
2002/9/10,24.1,8,1
2002/9/11,26.6,8,1
2002/9/12,28.2,8,1
2002/9/13,23.6,8,1
2002/9/14,19.2,8,1
2002/9/15,20.0,8,1
2002/9/16,19.1,8,1
2002/9/17,20.1,8,1
2002/9/18,23.5,8,1
2002/9/19,21.8,8,1
2002/9/20,22.0,8,1
2002/9/21,22.2,8,1
2002/9/22,20.3,8,1
2002/9/23,20.2,8,1
2002/9/24,21.0,8,1
2002/9/25,21.6,8,1
2002/9/26,20.2,8,1
2002/9/27,18.6,8,1
2002/9/28,18.0,8,1
2002/9/29,23.7,8,1
2002/9/30,20.8,8,1
2002/10/1,20.7,8,1
2002/10/2,24.6,8,1
2002/10/3,23.3,8,1
2002/10/4,23.9,8,1
2002/10/5,23.3,8,1
2002/10/6,22.7,8,1
2002/10/7,25.1,8,1
2002/10/8,21.1,8,1
2002/10/9,19.1,8,1
2002/10/10,19.8,8,1
2002/10/11,17.3,8,1
2002/10/12,17.5,8,1
2002/10/13,18.0,8,1
2002/10/14,20.8,8,1
2002/10/15,23.0,8,1
2002/10/16,21.2,8,1
2002/10/17,20.4,8,1
2002/10/18,19.1,8,1
2002/10/19,20.4,8,1
2002/10/20,17.6,8,1
2002/10/21,15.2,8,1
2002/10/22,17.4,8,1
2002/10/23,16.5,8,1
2002/10/24,14.6,8,1
2002/10/25,17.3,8,1
2002/10/26,14.4,8,1
2002/10/27,16.5,8,1
2002/10/28,15.4,8,1
2002/10/29,13.8,8,1
2002/10/30,13.8,8,1
2002/10/31,14.1,8,1
2002/11/1,12.8,8,1
2002/11/2,13.3,8,1
2002/11/3,12.6,8,1
2002/11/4,12.3,8,1
2002/11/5,11.1,8,1
2002/11/6,11.2,8,1
2002/11/7,9.6,8,1
2002/11/8,13.2,8,1
2002/11/9,10.8,8,1
2002/11/10,10.9,8,1
2002/11/11,12.5,8,1
2002/11/12,18.0,8,1
2002/11/13,13.9,8,1
2002/11/14,12.1,8,1
2002/11/15,12.0,8,1
2002/11/16,9.7,8,1
2002/11/17,10.3,8,1
2002/11/18,13.3,8,1
2002/11/19,10.9,8,1
2002/11/20,11.0,8,1
2002/11/21,12.9,8,1
2002/11/22,8.9,8,1
2002/11/23,8.9,8,1
2002/11/24,10.6,8,1
2002/11/25,10.9,8,1
2002/11/26,12.1,8,1
2002/11/27,10.9,8,1
2002/11/28,10.1,8,1
2002/11/29,10.1,8,1
2002/11/30,11.9,8,1
2002/12/1,10.1,8,1
2002/12/2,11.0,8,1
2002/12/3,10.8,8,1
2002/12/4,9.7,8,1
2002/12/5,14.0,8,1
2002/12/6,12.1,8,1
2002/12/7,6.5,8,1
2002/12/8,5.8,8,1
2002/12/9,1.7,8,1
2002/12/10,4.3,8,1
2002/12/11,5.3,8,1
2002/12/12,5.8,8,1
2002/12/13,5.9,8,1
2002/12/14,5.1,8,1
2002/12/15,5.9,8,1
2002/12/16,11.1,8,1
2002/12/17,10.8,8,1
2002/12/18,7.5,8,1
2002/12/19,9.3,8,1
2002/12/20,9.0,8,1
2002/12/21,5.0,8,1
2002/12/22,6.7,8,1
2002/12/23,6.6,8,1
2002/12/24,6.5,8,1
2002/12/25,7.6,8,1
2002/12/26,6.1,8,1
2002/12/27,4.2,8,1
2002/12/28,3.5,8,1
2002/12/29,5.1,8,1
2002/12/30,5.5,8,1
2002/12/31,5.6,8,1
2003/1/1,5.1,8,1
2003/1/2,3.4,8,1
2003/1/3,0.5,8,1
2003/1/4,6.2,8,1
2003/1/5,4.2,8,1
2003/1/6,4.2,8,1
2003/1/7,4.7,8,1
2003/1/8,5.5,8,1
2003/1/9,5.3,8,1
2003/1/10,7.9,8,1
2003/1/11,7.7,8,1
2003/1/12,7.6,8,1
2003/1/13,7.7,8,1
2003/1/14,8.9,8,1
2003/1/15,3.9,8,1
2003/1/16,3.7,8,1
2003/1/17,7.0,8,1
2003/1/18,7.3,8,1
2003/1/19,5.1,8,1
2003/1/20,6.5,8,1
2003/1/21,5.2,8,1
2003/1/22,5.8,8,1
2003/1/23,3.7,8,1
2003/1/24,5.6,8,1
2003/1/25,5.1,8,1
2003/1/26,5.6,8,1
2003/1/27,3.8,8,1
2003/1/28,8.6,8,1
2003/1/29,4.2,8,1
2003/1/30,3.9,8,1
2003/1/31,5.2,8,1
2003/2/1,5.1,8,1
2003/2/2,3.6,8,1
2003/2/3,4.9,8,1
2003/2/4,4.3,8,1
2003/2/5,4.7,8,1
2003/2/6,5.2,8,1
2003/2/7,6.2,8,1
2003/2/8,7.8,8,1
2003/2/9,9.5,8,1
2003/2/10,10.3,8,1
2003/2/11,8.7,8,1
2003/2/12,6.8,8,1
2003/2/13,6.2,8,1
2003/2/14,7.7,8,1
2003/2/15,7.2,8,1
2003/2/16,5.2,8,1
2003/2/17,8.2,8,1
2003/2/18,5.3,8,1
2003/2/19,5.8,8,1
2003/2/20,5.9,8,1
2003/2/21,7.3,8,1
2003/2/22,5.4,8,1
2003/2/23,6.3,8,1
2003/2/24,3.3,8,1
2003/2/25,6.0,8,1
2003/2/26,9.1,8,1
2003/2/27,8.1,8,1
2003/2/28,6.3,8,1
2003/3/1,4.9,8,1
2003/3/2,10.7,8,1
2003/3/3,9.9,8,1
2003/3/4,4.9,8,1
2003/3/5,5.1,8,1
2003/3/6,4.8,8,1
2003/3/7,5.5,8,1
2003/3/8,10.1,8,1
2003/3/9,6.9,8,1
2003/3/10,5.9,8,1
2003/3/11,5.0,8,1
2003/3/12,6.1,8,1
2003/3/13,6.0,8,1
2003/3/14,7.2,8,1
2003/3/15,7.7,8,1
2003/3/16,8.5,8,1
2003/3/17,5.8,8,1
2003/3/18,6.7,8,1
2003/3/19,7.6,8,1
2003/3/20,8.4,8,1
2003/3/21,7.5,8,1
2003/3/22,7.2,8,1
2003/3/23,10.7,8,1
2003/3/24,14.1,8,1
2003/3/25,11.3,8,1
2003/3/26,14.4,8,1
2003/3/27,15.4,8,1
2003/3/28,14.7,8,1
2003/3/29,10.5,8,1
2003/3/30,10.9,8,1
2003/3/31,14.5,8,1
2003/4/1,13.5,8,1
2003/4/2,9.8,8,1
2003/4/3,10.2,8,1
2003/4/4,9.8,8,1
2003/4/5,6.9,8,1
2003/4/6,11.1,8,1
2003/4/7,14.0,8,1
2003/4/8,17.0,8,1
2003/4/9,15.1,8,1
2003/4/10,10.9,8,1
2003/4/11,12.8,8,1
2003/4/12,16.6,8,1
2003/4/13,18.2,8,1
2003/4/14,14.9,8,1
2003/4/15,11.9,8,1
2003/4/16,15.6,8,1
2003/4/17,18.3,8,1
2003/4/18,20.3,8,1
2003/4/19,21.5,8,1
2003/4/20,13.7,8,1
2003/4/21,12.3,8,1
2003/4/22,13.4,8,1
2003/4/23,15.5,8,1
2003/4/24,18.7,8,1
2003/4/25,15.9,8,1
2003/4/26,20.6,8,1
2003/4/27,16.5,8,1
2003/4/28,18.3,8,1
2003/4/29,19.5,8,1
2003/4/30,18.9,8,1
2003/5/1,15.4,8,1
2003/5/2,17.4,8,1
2003/5/3,20.3,8,1
2003/5/4,21.2,8,1
2003/5/5,19.6,8,1
2003/5/6,19.8,8,1
2003/5/7,22.4,8,1
2003/5/8,21.0,8,1
2003/5/9,14.1,8,1
2003/5/10,16.2,8,1
2003/5/11,18.4,8,1
2003/5/12,18.3,8,1
2003/5/13,20.1,8,1
2003/5/14,20.3,8,1
2003/5/15,16.9,8,1
2003/5/16,16.9,8,1
2003/5/17,15.4,8,1
2003/5/18,17.2,8,1
2003/5/19,17.1,8,1
2003/5/20,18.3,8,1
2003/5/21,19.9,8,1
2003/5/22,19.2,8,1
2003/5/23,17.6,8,1
2003/5/24,18.8,8,1
2003/5/25,17.5,8,1
2003/5/26,17.2,8,1
2003/5/27,18.7,8,1
2003/5/28,21.9,8,1
2003/5/29,22.4,8,1
2003/5/30,22.4,8,1
2003/5/31,21.4,8,1
2003/6/1,22.9,8,1
2003/6/2,22.0,8,1
2003/6/3,22.0,8,1
2003/6/4,20.4,8,1
2003/6/5,22.8,8,1
2003/6/6,21.8,8,1
2003/6/7,22.8,8,1
2003/6/8,22.1,8,1
2003/6/9,19.8,8,1
2003/6/10,20.3,8,1
2003/6/11,21.3,8,1
2003/6/12,21.4,8,1
2003/6/13,25.0,8,1
2003/6/14,25.5,8,1
2003/6/15,22.6,8,1
2003/6/16,23.7,8,1
2003/6/17,23.4,8,1
2003/6/18,24.0,8,1
2003/6/19,25.9,8,1
2003/6/20,27.7,8,1
2003/6/21,28.6,8,1
2003/6/22,26.8,8,1
2003/6/23,21.6,8,1
2003/6/24,22.7,8,1
2003/6/25,23.2,8,1
2003/6/26,20.7,8,1
2003/6/27,23.4,8,1
2003/6/28,22.4,8,1
2003/6/29,24.3,8,1
2003/6/30,25.5,8,1
2003/7/1,21.6,8,1
2003/7/2,22.5,8,1
2003/7/3,22.8,8,1
2003/7/4,24.7,8,1
2003/7/5,24.5,8,1
2003/7/6,21.2,8,1
2003/7/7,22.3,8,1
2003/7/8,20.0,8,1
2003/7/9,21.3,8,1
2003/7/10,23.0,8,1
2003/7/11,27.3,8,1
2003/7/12,25.8,8,1
2003/7/13,20.6,8,1
2003/7/14,19.5,8,1
2003/7/15,21.5,8,1
2003/7/16,23.0,8,1
2003/7/17,22.7,8,1
2003/7/18,22.0,8,1
2003/7/19,23.8,8,1
2003/7/20,24.9,8,1
2003/7/21,23.9,8,1
2003/7/22,21.5,8,1
2003/7/23,19.4,8,1
2003/7/24,21.8,8,1
2003/7/25,22.8,8,1
2003/7/26,22.5,8,1
2003/7/27,22.6,8,1
2003/7/28,22.1,8,1
2003/7/29,24.4,8,1
2003/7/30,25.2,8,1
2003/7/31,26.6,8,1
2003/8/1,24.6,8,1
2003/8/2,27.3,8,1
2003/8/3,28.8,8,1
2003/8/4,29.6,8,1
2003/8/5,28.4,8,1
2003/8/6,27.5,8,1
2003/8/7,27.6,8,1
2003/8/8,28.1,8,1
2003/8/9,27.2,8,1
2003/8/10,28.5,8,1
2003/8/11,28.4,8,1
2003/8/12,27.1,8,1
2003/8/13,23.8,8,1
2003/8/14,19.9,8,1
2003/8/15,19.5,8,1
2003/8/16,19.3,8,1
2003/8/17,19.9,8,1
2003/8/18,22.0,8,1
2003/8/19,22.1,8,1
2003/8/20,24.2,8,1
2003/8/21,27.0,8,1
2003/8/22,28.6,8,1
2003/8/23,29.2,8,1
2003/8/24,29.9,8,1
2003/8/25,29.8,8,1
2003/8/26,29.1,8,1
2003/8/27,25.2,8,1
2003/8/28,24.9,8,1
2003/8/29,28.9,8,1
2003/8/30,25.8,8,1
2003/8/31,24.0,8,1
2003/9/1,22.2,8,1
2003/9/2,26.3,8,1
2003/9/3,28.7,8,1
2003/9/4,25.9,8,1
2003/9/5,26.2,8,1
2003/9/6,27.7,8,1
2003/9/7,22.8,8,1
2003/9/8,23.9,8,1
2003/9/9,27.7,8,1
2003/9/10,29.4,8,1
2003/9/11,29.3,8,1
2003/9/12,29.4,8,1
2003/9/13,29.4,8,1
2003/9/14,28.9,8,1
2003/9/15,27.6,8,1
2003/9/16,24.6,8,1
2003/9/17,26.5,8,1
2003/9/18,26.8,8,1
2003/9/19,27.9,8,1
2003/9/20,21.4,8,1
2003/9/21,16.2,8,1
2003/9/22,16.6,8,1
2003/9/23,18.1,8,1
2003/9/24,17.7,8,1
2003/9/25,18.0,8,1
2003/9/26,21.8,8,1
2003/9/27,22.4,8,1
2003/9/28,21.0,8,1
2003/9/29,21.3,8,1
2003/9/30,20.4,8,1
2003/10/1,20.9,8,1
2003/10/2,22.9,8,1
2003/10/3,21.1,8,1
2003/10/4,18.9,8,1
2003/10/5,18.3,8,1
2003/10/6,17.0,8,1
2003/10/7,17.0,8,1
2003/10/8,16.7,8,1
2003/10/9,16.6,8,1
2003/10/10,17.4,8,1
2003/10/11,19.4,8,1
2003/10/12,20.5,8,1
2003/10/13,23.4,8,1
2003/10/14,15.8,8,1
2003/10/15,15.8,8,1
2003/10/16,17.8,8,1
2003/10/17,16.5,8,1
2003/10/18,15.7,8,1
2003/10/19,17.1,8,1
2003/10/20,16.3,8,1
2003/10/21,17.3,8,1
2003/10/22,16.0,8,1
2003/10/23,17.8,8,1
2003/10/24,16.2,8,1
2003/10/25,15.3,8,1
2003/10/26,16.8,8,1
2003/10/27,16.3,8,1
2003/10/28,14.9,8,1
2003/10/29,20.0,8,1
2003/10/30,18.7,8,1
2003/10/31,17.4,8,1
2003/11/1,17.2,8,1
2003/11/2,19.0,8,1
2003/11/3,18.0,8,1
2003/11/4,18.7,8,1
2003/11/5,17.4,8,1
2003/11/6,17.2,8,1
2003/11/7,18.5,8,1
2003/11/8,18.6,8,1
2003/11/9,15.2,8,1
2003/11/10,11.8,8,1
2003/11/11,11.4,8,1
2003/11/12,14.0,8,1
2003/11/13,13.1,8,1
2003/11/14,12.7,8,1
2003/11/15,13.8,8,1
2003/11/16,19.3,8,1
2003/11/17,14.0,8,1
2003/11/18,12.3,8,1
2003/11/19,13.5,8,1
2003/11/20,11.7,8,1
2003/11/21,17.2,8,1
2003/11/22,15.0,8,1
2003/11/23,10.5,8,1
2003/11/24,10.3,8,1
2003/11/25,11.5,8,1
2003/11/26,12.5,8,1
2003/11/27,9.5,8,1
2003/11/28,11.3,8,1
2003/11/29,11.6,8,1
2003/11/30,15.7,8,1
2003/12/1,13.0,8,1
2003/12/2,14.1,8,1
2003/12/3,11.8,8,1
2003/12/4,11.4,8,1
2003/12/5,8.1,8,1
2003/12/6,10.6,8,1
2003/12/7,11.9,8,1
2003/12/8,10.0,8,1
2003/12/9,9.4,8,1
2003/12/10,8.7,8,1
2003/12/11,6.2,8,1
2003/12/12,8.2,8,1
2003/12/13,9.9,8,1
2003/12/14,9.9,8,1
2003/12/15,9.4,8,1
2003/12/16,9.2,8,1
2003/12/17,6.4,8,1
2003/12/18,9.0,8,1
2003/12/19,9.3,8,1
2003/12/20,6.0,8,1
2003/12/21,7.3,8,1
2003/12/22,7.5,8,1
2003/12/23,10.2,8,1
2003/12/24,10.9,8,1
2003/12/25,11.0,8,1
2003/12/26,10.2,8,1
2003/12/27,4.3,8,1
2003/12/28,7.0,8,1
2003/12/29,8.1,8,1
2003/12/30,9.0,8,1
2003/12/31,8.2,8,1
2004/1/1,10.2,8,1
2004/1/2,9.9,8,1
2004/1/3,9.6,8,1
2004/1/4,8.5,8,1
2004/1/5,6.8,8,1
2004/1/6,6.9,8,1
2004/1/7,5.8,8,1
2004/1/8,5.7,8,1
2004/1/9,6.6,8,1
2004/1/10,5.9,8,1
2004/1/11,5.9,8,1
2004/1/12,4.8,8,1
2004/1/13,6.4,8,1
2004/1/14,5.0,8,1
2004/1/15,5.1,8,1
2004/1/16,4.4,8,1
2004/1/17,3.1,8,1
2004/1/18,5.4,8,1
2004/1/19,5.0,8,1
2004/1/20,8.2,8,1
2004/1/21,7.9,8,1
2004/1/22,4.8,8,1
2004/1/23,4.7,8,1
2004/1/24,4.9,8,1
2004/1/25,5.0,8,1
2004/1/26,5.6,8,1
2004/1/27,5.2,8,1
2004/1/28,6.8,8,1
2004/1/29,7.6,8,1
2004/1/30,7.5,8,1
2004/1/31,7.4,8,1
2004/2/1,7.0,8,1
2004/2/2,5.8,8,1
2004/2/3,8.2,8,1
2004/2/4,7.0,8,1
2004/2/5,6.4,8,1
2004/2/6,5.6,8,1
2004/2/7,5.5,8,1
2004/2/8,5.6,8,1
2004/2/9,6.9,8,1
2004/2/10,4.4,8,1
2004/2/11,5.8,8,1
2004/2/12,8.0,8,1
2004/2/13,7.9,8,1
2004/2/14,10.5,8,1
2004/2/15,9.1,8,1
2004/2/16,7.7,8,1
2004/2/17,8.2,8,1
2004/2/18,8.8,8,1
2004/2/19,9.7,8,1
2004/2/20,8.8,8,1
2004/2/21,12.1,8,1
2004/2/22,15.8,8,1
2004/2/23,12.0,8,1
2004/2/24,8.9,8,1
2004/2/25,12.0,8,1
2004/2/26,11.8,8,1
2004/2/27,6.8,8,1
2004/2/28,8.6,8,1
2004/2/29,11.9,8,1
2004/3/1,5.2,8,1
2004/3/2,6.3,8,1
2004/3/3,5.4,8,1
2004/3/4,5.8,8,1
2004/3/5,7.2,8,1
2004/3/6,8.2,8,1
2004/3/7,5.2,8,1
2004/3/8,6.5,8,1
2004/3/9,8.7,8,1
2004/3/10,12.4,8,1
2004/3/11,17.5,8,1
2004/3/12,9.8,8,1
2004/3/13,10.8,8,1
2004/3/14,10.8,8,1
2004/3/15,10.5,8,1
2004/3/16,12.3,8,1
2004/3/17,17.2,8,1
2004/3/18,12.6,8,1
2004/3/19,7.2,8,1
2004/3/20,4.8,8,1
2004/3/21,7.8,8,1
2004/3/22,6.1,8,1
2004/3/23,6.2,8,1
2004/3/24,7.5,8,1
2004/3/25,10.0,8,1
2004/3/26,10.0,8,1
2004/3/27,11.3,8,1
2004/3/28,12.5,8,1
2004/3/29,15.9,8,1
2004/3/30,16.5,8,1
2004/3/31,16.3,8,1
2004/4/1,13.9,8,1
2004/4/2,16.8,8,1
2004/4/3,14.8,8,1
2004/4/4,6.9,8,1
2004/4/5,10.2,8,1
2004/4/6,14.1,8,1
2004/4/7,17.6,8,1
2004/4/8,13.2,8,1
2004/4/9,14.9,8,1
2004/4/10,17.3,8,1
2004/4/11,17.8,8,1
2004/4/12,19.6,8,1
2004/4/13,11.4,8,1
2004/4/14,12.8,8,1
2004/4/15,15.9,8,1
2004/4/16,18.1,8,1
2004/4/17,21.2,8,1
2004/4/18,17.2,8,1
2004/4/19,19.3,8,1
2004/4/20,21.1,8,1
2004/4/21,19.7,8,1
2004/4/22,22.0,8,1
2004/4/23,18.1,8,1
2004/4/24,13.5,8,1
2004/4/25,14.0,8,1
2004/4/26,17.3,8,1
2004/4/27,19.0,8,1
2004/4/28,17.2,8,1
2004/4/29,17.6,8,1
2004/4/30,19.6,8,1
2004/5/1,18.2,8,1
2004/5/2,12.9,8,1
2004/5/3,15.1,8,1
2004/5/4,21.2,8,1
2004/5/5,13.2,8,1
2004/5/6,13.9,8,1
2004/5/7,18.9,8,1
2004/5/8,19.7,8,1
2004/5/9,18.4,8,1
2004/5/10,18.5,8,1
2004/5/11,24.4,8,1
2004/5/12,21.0,8,1
2004/5/13,22.4,8,1
2004/5/14,22.1,8,1
2004/5/15,19.7,8,1
2004/5/16,18.9,8,1
2004/5/17,23.9,8,1
2004/5/18,21.6,8,1
2004/5/19,19.5,8,1
2004/5/20,16.1,8,1
2004/5/21,18.9,8,1
2004/5/22,13.0,8,1
2004/5/23,13.8,8,1
2004/5/24,17.7,8,1
2004/5/25,19.8,8,1
2004/5/26,21.7,8,1
2004/5/27,22.4,8,1
2004/5/28,22.7,8,1
2004/5/29,24.6,8,1
2004/5/30,26.3,8,1
2004/5/31,26.1,8,1
2004/6/1,18.0,8,1
2004/6/2,20.5,8,1
2004/6/3,21.3,8,1
2004/6/4,22.3,8,1
2004/6/5,23.0,8,1
2004/6/6,21.8,8,1
2004/6/7,23.4,8,1
2004/6/8,22.9,8,1
2004/6/9,18.4,8,1
2004/6/10,22.6,8,1
2004/6/11,20.7,8,1
2004/6/12,22.7,8,1
2004/6/13,20.7,8,1
2004/6/14,22.5,8,1
2004/6/15,25.0,8,1
2004/6/16,21.1,8,1
2004/6/17,22.1,8,1
2004/6/18,25.4,8,1
2004/6/19,25.7,8,1
2004/6/20,27.1,8,1
2004/6/21,25.9,8,1
2004/6/22,28.0,8,1
2004/6/23,28.0,8,1
2004/6/24,27.9,8,1
2004/6/25,25.9,8,1
2004/6/26,26.4,8,1
2004/6/27,23.3,8,1
2004/6/28,25.9,8,1
2004/6/29,27.4,8,1
2004/6/30,25.8,8,1
2004/7/1,25.4,8,1
2004/7/2,23.0,8,1
2004/7/3,23.5,8,1
2004/7/4,25.2,8,1
2004/7/5,27.2,8,1
2004/7/6,28.8,8,1
2004/7/7,30.7,8,1
2004/7/8,30.8,8,1
2004/7/9,29.8,8,1
2004/7/10,28.4,8,1
2004/7/11,27.2,8,1
2004/7/12,26.3,8,1
2004/7/13,28.6,8,1
2004/7/14,26.4,8,1
2004/7/15,29.2,8,1
2004/7/16,28.8,8,1
2004/7/17,30.1,8,1
2004/7/18,29.8,8,1
2004/7/19,30.6,8,1
2004/7/20,33.1,8,1
2004/7/21,32.5,8,1
2004/7/22,28.8,8,1
2004/7/23,28.8,8,1
2004/7/24,30.0,8,1
2004/7/25,29.7,8,1
2004/7/26,28.2,8,1
2004/7/27,29.3,8,1
2004/7/28,28.2,8,1
2004/7/29,27.4,8,1
2004/7/30,28.2,8,1
2004/7/31,28.1,8,1
2004/8/1,28.1,8,1
2004/8/2,28.2,8,1
2004/8/3,28.4,8,1
2004/8/4,28.9,8,1
2004/8/5,28.3,8,1
2004/8/6,28.9,8,1
2004/8/7,28.2,8,1
2004/8/8,28.2,8,1
2004/8/9,28.7,8,1
2004/8/10,29.2,8,1
2004/8/11,28.2,8,1
2004/8/12,28.9,8,1
2004/8/13,29.7,8,1
2004/8/14,30.4,8,1
2004/8/15,21.2,8,1
2004/8/16,25.5,8,1
2004/8/17,27.0,8,1
2004/8/18,30.3,8,1
2004/8/19,30.9,8,1
2004/8/20,30.8,8,1
2004/8/21,26.6,8,1
2004/8/22,26.3,8,1
2004/8/23,21.5,8,1
2004/8/24,26.3,8,1
2004/8/25,25.8,8,1
2004/8/26,26.2,8,1
2004/8/27,24.3,8,1
2004/8/28,21.6,8,1
2004/8/29,19.9,8,1
2004/8/30,25.5,8,1
2004/8/31,30.0,8,1
2004/9/1,28.6,8,1
2004/9/2,27.5,8,1
2004/9/3,26.5,8,1
2004/9/4,24.2,8,1
2004/9/5,22.6,8,1
2004/9/6,26.0,8,1
2004/9/7,28.2,8,1
2004/9/8,29.6,8,1
2004/9/9,25.9,8,1
2004/9/10,24.9,8,1
2004/9/11,23.6,8,1
2004/9/12,24.3,8,1
2004/9/13,26.7,8,1
2004/9/14,28.8,8,1
2004/9/15,22.6,8,1
2004/9/16,22.7,8,1
2004/9/17,26.1,8,1
2004/9/18,26.1,8,1
2004/9/19,27.3,8,1
2004/9/20,26.6,8,1
2004/9/21,28.2,8,1
2004/9/22,27.5,8,1
2004/9/23,23.4,8,1
2004/9/24,23.1,8,1
2004/9/25,23.8,8,1
2004/9/26,20.8,8,1
2004/9/27,19.4,8,1
2004/9/28,21.9,8,1
2004/9/29,21.5,8,1
2004/9/30,25.9,8,1
2004/10/1,22.9,8,1
